PID,trial,response,rt,accuracy,display,filename,shape_type,colour_type,target_color,distractor_color,quadrant,num_distractors,answer,distractor_bin,bin_group
32,1.0,1,3191.7999999761523,0,Task,image_107.jpg,5.0,2Among5NoColour,blue,blue,Quadrant 2,14.0,2.0,9–16,3
32,2.0,4,1526.0,1,Task,image_17.jpg,2.0,2Among5Colour,blue,red,Quadrant 4,45.0,4.0,33–64,5
32,3.0,3,1677.699999999997,1,Task,image_93.jpg,5.0,2Among5Colour,blue,green,Quadrant 3,82.0,3.0,65–99,6
32,4.0,1,1369.699999988079,1,Task,image_90.jpg,5.0,2Among5Colour,red,blue,Quadrant 1,59.0,1.0,33–64,5
32,5.0,2,1872.300000000003,0,Task,image_69.jpg,2.0,2Among5ConjRed,blue,red,Quadrant 3,82.0,3.0,65–99,6
32,6.0,3,2331.4999999642314,0,Task,image_66.jpg,2.0,2Among5ConjRed,red,blue,Quadrant 1,59.0,1.0,33–64,5
32,7.0,1,2228.299999964249,1,Task,image_57.jpg,2.0,2Among5ConjRed,red,blue,Quadrant 1,9.0,1.0,9–16,3
32,8.0,2,1687.0999999642372,1,Task,image_29.jpg,2.0,2Among5NoColour,green,green,Quadrant 2,5.0,2.0,5–8,2
32,9.0,4,2299.0999999523046,0,Task,image_138.jpg,5.0,2Among5ConjRed,red,blue,Quadrant 1,59.0,1.0,33–64,5
32,10.0,1,2269.7999999999884,1,Task,image_51.jpg,2.0,2Among5ConjRed,red,green,Quadrant 1,3.0,1.0,1–4,1
32,11.0,2,1623.3999999999942,1,Task,image_77.jpg,5.0,2Among5Colour,red,green,Quadrant 2,5.0,2.0,5–8,2
32,12.0,2,2357.099999964237,0,Task,image_140.jpg,5.0,2Among5ConjRed,green,red,Quadrant 4,93.0,4.0,65–99,6
32,13.0,4,1556.3999999642256,1,Task,image_100.jpg,5.0,2Among5NoColour,red,red,Quadrant 4,6.0,4.0,5–8,2
32,14.0,4,2588.3999999880907,1,Task,image_74.jpg,5.0,2Among5Colour,green,red,Quadrant 4,2.0,4.0,1–4,1
32,15.0,2,1577.4999999880674,0,Task,image_44.jpg,2.0,2Among5NoColour,red,red,Quadrant 4,93.0,4.0,65–99,6
32,16.0,4,1374.999999952328,1,Task,image_89.jpg,5.0,2Among5Colour,blue,red,Quadrant 4,45.0,4.0,33–64,5
32,17.0,4,2423.099999964237,1,Task,image_62.jpg,2.0,2Among5ConjRed,green,red,Quadrant 4,25.0,4.0,17–32,4
32,18.0,2,2770.299999988085,1,Task,image_11.jpg,2.0,2Among5Colour,blue,green,Quadrant 2,14.0,2.0,9–16,3
32,19.0,1,1403.4999999642314,1,Task,image_3.jpg,2.0,2Among5Colour,green,blue,Quadrant 1,3.0,1.0,1–4,1
32,20.0,4,968.8999999999942,1,Task,image_86.jpg,5.0,2Among5Colour,red,green,Quadrant 4,25.0,4.0,17–32,4
32,21.0,3,1117.499999952328,1,Task,image_78.jpg,5.0,2Among5Colour,red,blue,Quadrant 3,7.0,3.0,5–8,2
32,22.0,2,1983.4000000000235,0,Task,image_134.jpg,5.0,2Among5ConjRed,green,red,Quadrant 4,25.0,4.0,17–32,4
32,23.0,2,1062.5999999761698,1,Task,image_87.jpg,5.0,2Among5Colour,blue,green,Quadrant 2,26.0,2.0,17–32,4
32,24.0,3,945.899999952322,1,Task,image_120.jpg,5.0,2Among5ConjRed,blue,green,Quadrant 3,1.0,3.0,1–4,1
32,25.0,2,1497.3999999999942,1,Task,image_142.jpg,5.0,2Among5ConjRed,blue,green,Quadrant 2,65.0,2.0,65–99,6
32,26.0,1,1604.2999999642489,1,Task,image_119.jpg,5.0,2Among5NoColour,blue,blue,Quadrant 1,75.0,1.0,65–99,6
32,27.0,1,2393.499999952328,1,Task,image_71.jpg,2.0,2Among5ConjRed,green,blue,Quadrant 1,75.0,1.0,65–99,6
32,28.0,2,1711.5999999523046,1,Task,image_135.jpg,5.0,2Among5ConjRed,green,blue,Quadrant 2,26.0,2.0,17–32,4
32,29.0,1,2215.399999952322,0,Task,image_65.jpg,2.0,2Among5ConjRed,blue,red,Quadrant 4,45.0,4.0,33–64,5
32,30.0,1,1349.9000000000233,0,Task,image_104.jpg,5.0,2Among5NoColour,red,red,Quadrant 4,15.0,4.0,9–16,3
32,31.0,2,1478.2000000000116,0,Task,image_56.jpg,2.0,2Among5ConjRed,green,blue,Quadrant 4,15.0,4.0,9–16,3
32,32.0,3,1049.0999999642372,1,Task,image_13.jpg,2.0,2Among5Colour,green,red,Quadrant 3,20.0,3.0,17–32,4
32,33.0,2,2398.299999988085,0,Task,image_133.jpg,5.0,2Among5ConjRed,red,blue,Quadrant 3,20.0,3.0,17–32,4
32,34.0,3,1292.0999999880733,1,Task,image_54.jpg,2.0,2Among5ConjRed,green,red,Quadrant 3,7.0,3.0,5–8,2
32,35.0,2,1459.7999999642489,0,Task,image_98.jpg,5.0,2Among5NoColour,red,red,Quadrant 4,2.0,4.0,1–4,1
32,36.0,2,1936.7999999999884,1,Task,image_35.jpg,2.0,2Among5NoColour,blue,blue,Quadrant 2,14.0,2.0,9–16,3
32,37.0,1,1199.4999999642314,1,Task,image_132.jpg,5.0,2Among5ConjRed,blue,green,Quadrant 1,23.0,1.0,17–32,4
32,38.0,1,1639.1999999523105,0,Task,image_45.jpg,2.0,2Among5NoColour,green,green,Quadrant 3,82.0,3.0,65–99,6
32,39.0,2,1513.699999964243,1,Task,image_131.jpg,5.0,2Among5ConjRed,blue,red,Quadrant 2,14.0,2.0,9–16,3
32,40.0,4,1564.499999976164,0,Task,image_40.jpg,2.0,2Among5NoColour,red,red,Quadrant 2,34.0,2.0,33–64,5
32,41.0,2,1220.0999999642372,1,Task,image_25.jpg,2.0,2Among5NoColour,blue,blue,Quadrant 2,4.0,2.0,1–4,1
32,42.0,4,2609.59999997617,0,Task,image_96.jpg,5.0,2Among5NoColour,green,green,Quadrant 3,1.0,3.0,1–4,1
32,43.0,1,2461.600000000006,0,Task,image_67.jpg,2.0,2Among5ConjRed,red,green,Quadrant 3,47.0,3.0,33–64,5
32,44.0,3,1408.0999999642372,1,Task,image_0.jpg,2.0,2Among5Colour,red,blue,Quadrant 3,1.0,3.0,1–4,1
32,45.0,2,1359.399999976158,1,Task,image_118.jpg,5.0,2Among5NoColour,red,red,Quadrant 2,65.0,2.0,65–99,6
32,46.0,4,1663.0999999761698,1,Task,image_124.jpg,5.0,2Among5ConjRed,green,blue,Quadrant 4,6.0,4.0,5–8,2
32,47.0,3,1216.5,0,Task,image_50.jpg,2.0,2Among5ConjRed,red,blue,Quadrant 4,2.0,4.0,1–4,1
32,48.0,4,1710.8999999880907,1,Task,image_2.jpg,2.0,2Among5Colour,green,red,Quadrant 4,2.0,4.0,1–4,1
32,49.0,2,2255.2999999999884,0,Task,image_117.jpg,5.0,2Among5NoColour,green,green,Quadrant 3,82.0,3.0,65–99,6
32,50.0,4,1692.7000000000116,1,Task,image_113.jpg,5.0,2Among5NoColour,blue,blue,Quadrant 4,45.0,4.0,33–64,5
32,51.0,1,1558.2999999999884,1,Task,image_127.jpg,5.0,2Among5ConjRed,blue,green,Quadrant 1,8.0,1.0,5–8,2
32,52.0,1,1630.0999999761698,0,Task,image_38.jpg,2.0,2Among5NoColour,red,red,Quadrant 4,25.0,4.0,17–32,4
32,53.0,1,1041.6999999523105,1,Task,image_60.jpg,2.0,2Among5ConjRed,blue,green,Quadrant 1,23.0,1.0,17–32,4
32,54.0,3,1262.499999976164,0,Task,image_36.jpg,2.0,2Among5NoColour,green,green,Quadrant 1,23.0,1.0,17–32,4
32,55.0,3,1227.0999999642372,1,Task,image_72.jpg,5.0,2Among5Colour,red,blue,Quadrant 3,1.0,3.0,1–4,1
32,56.0,1,990.699999964243,1,Task,image_84.jpg,5.0,2Among5Colour,red,blue,Quadrant 1,23.0,1.0,17–32,4
32,57.0,1,1179.3999999642256,1,Task,image_31.jpg,2.0,2Among5NoColour,green,green,Quadrant 1,8.0,1.0,5–8,2
32,58.0,3,1115.5,1,Task,image_91.jpg,5.0,2Among5Colour,green,red,Quadrant 3,47.0,3.0,33–64,5
32,59.0,1,1548.4000000000233,1,Task,image_55.jpg,2.0,2Among5ConjRed,blue,green,Quadrant 1,8.0,1.0,5–8,2
32,60.0,3,1836.5999999642368,0,Task,image_108.jpg,5.0,2Among5NoColour,green,green,Quadrant 1,23.0,1.0,17–32,4
32,61.0,3,1016.7000000000698,1,Task,image_48.jpg,2.0,2Among5ConjRed,blue,green,Quadrant 3,1.0,3.0,1–4,1
32,62.0,2,1541.5999999881024,0,Task,image_34.jpg,2.0,2Among5NoColour,red,red,Quadrant 3,16.0,3.0,9–16,3
32,63.0,1,1110.5999999642372,1,Task,image_75.jpg,5.0,2Among5Colour,green,blue,Quadrant 1,3.0,1.0,1–4,1
32,64.0,2,1855.9000000000235,1,Task,image_63.jpg,2.0,2Among5ConjRed,green,blue,Quadrant 2,26.0,2.0,17–32,4
32,65.0,4,1052.5999999881024,1,Task,image_14.jpg,2.0,2Among5Colour,red,green,Quadrant 4,25.0,4.0,17–32,4
32,66.0,3,1896.2999999761807,1,Task,image_58.jpg,2.0,2Among5ConjRed,red,green,Quadrant 3,16.0,3.0,9–16,3
32,67.0,3,2183.7999999999884,0,Task,image_53.jpg,2.0,2Among5ConjRed,green,red,Quadrant 2,5.0,2.0,5–8,2
32,68.0,3,2304.399999952293,1,Task,image_109.jpg,5.0,2Among5NoColour,blue,blue,Quadrant 3,20.0,3.0,17–32,4
32,69.0,4,1944.899999976158,0,Task,image_85.jpg,5.0,2Among5Colour,green,red,Quadrant 3,20.0,3.0,17–32,4
32,70.0,2,1151.4999999761349,1,Task,image_73.jpg,5.0,2Among5Colour,blue,red,Quadrant 2,4.0,2.0,1–4,1
32,71.0,3,1264.1999999523396,1,Task,image_19.jpg,2.0,2Among5Colour,green,red,Quadrant 3,47.0,3.0,33–64,5
32,72.0,1,1324.1999999523396,0,Task,image_121.jpg,5.0,2Among5ConjRed,blue,red,Quadrant 2,4.0,2.0,1–4,1
32,73.0,3,1426.999999952328,1,Task,image_141.jpg,5.0,2Among5ConjRed,blue,red,Quadrant 3,82.0,3.0,65–99,6
32,74.0,3,1321.1999999523396,1,Task,image_24.jpg,2.0,2Among5NoColour,green,green,Quadrant 3,1.0,3.0,1–4,1
32,75.0,1,1586.1999999761465,0,Task,image_70.jpg,2.0,2Among5ConjRed,blue,green,Quadrant 2,65.0,2.0,65–99,6
32,76.0,1,1887.5999999881024,1,Task,image_105.jpg,5.0,2Among5NoColour,green,green,Quadrant 1,9.0,1.0,9–16,3
32,77.0,4,3042.2999999523163,0,Task,image_42.jpg,2.0,2Among5NoColour,green,green,Quadrant 1,59.0,1.0,33–64,5
32,78.0,3,1790.5999999999767,0,Task,image_122.jpg,5.0,2Among5ConjRed,red,blue,Quadrant 4,2.0,4.0,1–4,1
32,79.0,1,1324.3999999880907,1,Task,image_123.jpg,5.0,2Among5ConjRed,red,green,Quadrant 1,3.0,1.0,1–4,1
32,80.0,1,1125.5,0,Task,image_115.jpg,5.0,2Among5NoColour,blue,blue,Quadrant 3,47.0,3.0,33–64,5
32,81.0,2,1414.0999999523046,1,Task,image_88.jpg,5.0,2Among5Colour,green,blue,Quadrant 2,34.0,2.0,33–64,5
32,82.0,2,2299.299999988056,0,Task,image_68.jpg,2.0,2Among5ConjRed,green,red,Quadrant 4,93.0,4.0,65–99,6
32,83.0,4,1422.0999999642372,1,Task,image_28.jpg,2.0,2Among5NoColour,red,red,Quadrant 4,6.0,4.0,5–8,2
32,84.0,2,2170.19999995234,0,Task,image_106.jpg,5.0,2Among5NoColour,red,red,Quadrant 3,16.0,3.0,9–16,3
32,85.0,4,2351.7999999999884,1,Task,image_8.jpg,2.0,2Among5Colour,blue,red,Quadrant 4,15.0,4.0,9–16,3
32,86.0,3,2159.3999999642256,1,Task,image_61.jpg,2.0,2Among5ConjRed,red,blue,Quadrant 3,20.0,3.0,17–32,4
32,87.0,4,905.199999964214,1,Task,image_4.jpg,2.0,2Among5Colour,blue,green,Quadrant 4,6.0,4.0,5–8,2
32,88.0,2,953.699999964214,1,Task,image_101.jpg,5.0,2Among5NoColour,green,green,Quadrant 2,5.0,2.0,5–8,2
32,89.0,3,1255.399999976158,1,Task,image_6.jpg,2.0,2Among5Colour,red,blue,Quadrant 3,7.0,3.0,5–8,2
32,90.0,1,1108.0,1,Task,image_95.jpg,5.0,2Among5Colour,red,green,Quadrant 1,75.0,1.0,65–99,6
32,91.0,1,868.9999999880674,1,Task,image_18.jpg,2.0,2Among5Colour,red,blue,Quadrant 1,59.0,1.0,33–64,5
32,92.0,4,1736.199999988079,0,Task,image_39.jpg,2.0,2Among5NoColour,green,green,Quadrant 2,26.0,2.0,17–32,4
32,93.0,1,1383.3000000000466,1,Task,image_103.jpg,5.0,2Among5NoColour,green,green,Quadrant 1,8.0,1.0,5–8,2
32,94.0,2,1349.4000000000233,1,Task,image_16.jpg,2.0,2Among5Colour,green,blue,Quadrant 2,34.0,2.0,33–64,5
32,95.0,4,1262.399999976158,1,Task,image_52.jpg,2.0,2Among5ConjRed,green,blue,Quadrant 4,6.0,4.0,5–8,2
32,96.0,1,1075.5999999999767,0,Task,image_32.jpg,2.0,2Among5NoColour,red,red,Quadrant 4,15.0,4.0,9–16,3
32,97.0,2,1108.7000000000116,1,Task,image_1.jpg,2.0,2Among5Colour,blue,red,Quadrant 2,4.0,2.0,1–4,1
32,98.0,4,1303.0999999999767,0,Task,image_112.jpg,5.0,2Among5NoColour,red,red,Quadrant 2,34.0,2.0,33–64,5
32,99.0,1,992.5999999999768,1,Task,image_23.jpg,2.0,2Among5Colour,red,green,Quadrant 1,75.0,1.0,65–99,6
32,100.0,3,632.2000000000116,1,Task,image_21.jpg,2.0,2Among5Colour,blue,green,Quadrant 3,82.0,3.0,65–99,6
32,101.0,3,1131.4000000000233,1,Task,image_10.jpg,2.0,2Among5Colour,red,green,Quadrant 3,16.0,3.0,9–16,3
32,102.0,1,1955.69999995234,0,Task,image_43.jpg,2.0,2Among5NoColour,blue,blue,Quadrant 3,47.0,3.0,33–64,5
32,103.0,2,2331.5999999999767,1,Task,image_64.jpg,2.0,2Among5ConjRed,red,green,Quadrant 2,34.0,2.0,33–64,5
32,104.0,3,2075.9999999642605,1,Task,image_37.jpg,2.0,2Among5NoColour,blue,blue,Quadrant 3,20.0,3.0,17–32,4
32,105.0,1,1053.0999999999767,1,Task,image_12.jpg,2.0,2Among5Colour,red,blue,Quadrant 1,23.0,1.0,17–32,4
32,106.0,1,1041.699999988079,1,Task,image_9.jpg,2.0,2Among5Colour,green,blue,Quadrant 1,9.0,1.0,9–16,3
32,107.0,4,1036.7999999642489,1,Task,image_92.jpg,5.0,2Among5Colour,blue,red,Quadrant 4,93.0,4.0,65–99,6
32,108.0,3,1098.2000000000116,1,Task,image_82.jpg,5.0,2Among5Colour,red,green,Quadrant 3,16.0,3.0,9–16,3
32,109.0,2,899.9999999999418,1,Task,image_22.jpg,2.0,2Among5Colour,green,blue,Quadrant 2,65.0,2.0,65–99,6
32,110.0,2,1477.0999999523046,1,Task,image_94.jpg,5.0,2Among5Colour,green,blue,Quadrant 2,65.0,2.0,65–99,6
32,111.0,1,2008.7999999999884,1,Task,image_79.jpg,5.0,2Among5Colour,green,red,Quadrant 1,8.0,1.0,5–8,2
32,112.0,1,4710.400000000023,0,Task,image_130.jpg,5.0,2Among5ConjRed,red,green,Quadrant 3,16.0,3.0,9–16,3
32,113.0,2,1703.9999999761349,0,Task,image_116.jpg,5.0,2Among5NoColour,red,red,Quadrant 4,93.0,4.0,65–99,6
32,114.0,2,1346.0,1,Task,image_46.jpg,2.0,2Among5NoColour,red,red,Quadrant 2,65.0,2.0,65–99,6
32,115.0,1,1850.2999999999304,1,Task,image_81.jpg,5.0,2Among5Colour,green,blue,Quadrant 1,9.0,1.0,9–16,3
32,116.0,1,2062.299999964249,0,Task,image_76.jpg,5.0,2Among5Colour,blue,green,Quadrant 4,6.0,4.0,5–8,2
32,117.0,4,2161.09999997617,1,Task,image_41.jpg,2.0,2Among5NoColour,blue,blue,Quadrant 4,45.0,4.0,33–64,5
32,118.0,2,2712.799999988056,1,Task,image_59.jpg,2.0,2Among5ConjRed,blue,red,Quadrant 2,14.0,2.0,9–16,3
32,119.0,4,1833.0999999999767,0,Task,image_33.jpg,2.0,2Among5NoColour,green,green,Quadrant 1,9.0,1.0,9–16,3
32,120.0,1,1743.0999999881024,0,Task,image_30.jpg,2.0,2Among5NoColour,blue,blue,Quadrant 3,7.0,3.0,5–8,2
32,121.0,4,1279.0999999881024,1,Task,image_20.jpg,2.0,2Among5Colour,blue,red,Quadrant 4,93.0,4.0,65–99,6
32,122.0,2,1265.5999999761698,1,Task,image_97.jpg,5.0,2Among5NoColour,blue,blue,Quadrant 2,4.0,2.0,1–4,1
32,123.0,2,1525.699999988079,0,Task,image_128.jpg,5.0,2Among5ConjRed,green,blue,Quadrant 4,15.0,4.0,9–16,3
32,124.0,1,750.0000000000582,1,Task,image_7.jpg,2.0,2Among5Colour,green,red,Quadrant 1,8.0,1.0,5–8,2
32,125.0,1,1366.0,1,Task,image_129.jpg,5.0,2Among5ConjRed,red,blue,Quadrant 1,9.0,1.0,9–16,3
32,126.0,3,1525.4999999642605,1,Task,image_126.jpg,5.0,2Among5ConjRed,green,red,Quadrant 3,7.0,3.0,5–8,2
32,127.0,1,1686.2999999642489,1,Task,image_143.jpg,5.0,2Among5ConjRed,green,blue,Quadrant 1,75.0,1.0,65–99,6
32,128.0,4,1775.7000000000116,0,Task,image_111.jpg,5.0,2Among5NoColour,green,green,Quadrant 2,26.0,2.0,17–32,4
32,129.0,4,1447.199999988079,1,Task,image_80.jpg,5.0,2Among5Colour,blue,red,Quadrant 4,15.0,4.0,9–16,3
32,130.0,2,827.4999999761349,0,Task,image_99.jpg,5.0,2Among5NoColour,blue,blue,Quadrant 1,3.0,1.0,1–4,1
32,131.0,2,783.2999999999884,0,Task,image_26.jpg,2.0,2Among5NoColour,red,red,Quadrant 4,2.0,4.0,1–4,1
32,132.0,2,1254.2999999761814,1,Task,image_136.jpg,5.0,2Among5ConjRed,red,green,Quadrant 2,34.0,2.0,33–64,5
32,133.0,1,2024.4999999642605,0,Task,image_137.jpg,5.0,2Among5ConjRed,blue,red,Quadrant 4,45.0,4.0,33–64,5
32,134.0,2,3382.599999964237,1,Task,image_125.jpg,5.0,2Among5ConjRed,green,red,Quadrant 2,5.0,2.0,5–8,2
32,135.0,1,1229.5999999999767,0,Task,image_110.jpg,5.0,2Among5NoColour,red,red,Quadrant 4,25.0,4.0,17–32,4
32,136.0,2,1226.3999999642256,1,Task,image_83.jpg,5.0,2Among5Colour,blue,green,Quadrant 2,14.0,2.0,9–16,3
32,137.0,1,1168.499999952328,1,Task,image_47.jpg,2.0,2Among5NoColour,blue,blue,Quadrant 1,75.0,1.0,65–99,6
32,138.0,1,2125.5999999523046,0,Task,image_139.jpg,5.0,2Among5ConjRed,red,green,Quadrant 3,47.0,3.0,33–64,5
32,139.0,2,1213.399999952293,1,Task,image_5.jpg,2.0,2Among5Colour,red,green,Quadrant 2,5.0,2.0,5–8,2
32,140.0,1,2324.399999952293,0,Task,image_49.jpg,2.0,2Among5ConjRed,blue,red,Quadrant 2,4.0,2.0,1–4,1
32,141.0,2,2947.4999999642605,0,Task,image_102.jpg,5.0,2Among5NoColour,blue,blue,Quadrant 3,7.0,3.0,5–8,2
32,142.0,1,1102.4999999642605,1,Task,image_114.jpg,5.0,2Among5NoColour,green,green,Quadrant 1,59.0,1.0,33–64,5
32,143.0,2,1070.7999999642489,1,Task,image_15.jpg,2.0,2Among5Colour,blue,green,Quadrant 2,26.0,2.0,17–32,4
32,144.0,2,1625.0999999999767,0,Task,image_27.jpg,2.0,2Among5NoColour,blue,blue,Quadrant 1,3.0,1.0,1–4,1
8,1.0,2,1417.6000000119238,0,Task,image_50.jpg,2.0,2Among5ConjRed,red,blue,Quadrant 4,2.0,4.0,1–4,1
8,2.0,4,956.7000000119152,1,Task,image_20.jpg,2.0,2Among5Colour,blue,red,Quadrant 4,93.0,4.0,65–99,6
8,3.0,3,894.1000000119093,1,Task,image_82.jpg,5.0,2Among5Colour,red,green,Quadrant 3,16.0,3.0,9–16,3
8,4.0,3,7531.799999964249,0,Task,image_65.jpg,2.0,2Among5ConjRed,blue,red,Quadrant 4,45.0,4.0,33–64,5
8,5.0,1,1311.299999988085,1,Task,image_132.jpg,5.0,2Among5ConjRed,blue,green,Quadrant 1,23.0,1.0,17–32,4
8,6.0,2,2176.5,0,Task,image_28.jpg,2.0,2Among5NoColour,red,red,Quadrant 4,6.0,4.0,5–8,2
8,7.0,2,2033.499999999971,0,Task,image_9.jpg,2.0,2Among5Colour,green,blue,Quadrant 1,9.0,1.0,9–16,3
8,8.0,3,1996.700000011915,0,Task,image_86.jpg,5.0,2Among5Colour,red,green,Quadrant 4,25.0,4.0,17–32,4
8,9.0,4,2594.999999988067,1,Task,image_4.jpg,2.0,2Among5Colour,blue,green,Quadrant 4,6.0,4.0,5–8,2
8,10.0,1,2073.199999988079,0,Task,image_98.jpg,5.0,2Among5NoColour,red,red,Quadrant 4,2.0,4.0,1–4,1
8,11.0,1,2206.399999976158,0,Task,image_134.jpg,5.0,2Among5ConjRed,green,red,Quadrant 4,25.0,4.0,17–32,4
8,12.0,3,2948.1000000119093,1,Task,image_141.jpg,5.0,2Among5ConjRed,blue,red,Quadrant 3,82.0,3.0,65–99,6
8,13.0,4,1609.799999988085,1,Task,image_92.jpg,5.0,2Among5Colour,blue,red,Quadrant 4,93.0,4.0,65–99,6
8,14.0,2,2215.0999999880733,0,Task,image_62.jpg,2.0,2Among5ConjRed,green,red,Quadrant 4,25.0,4.0,17–32,4
8,15.0,2,2476.5,1,Task,image_142.jpg,5.0,2Among5ConjRed,blue,green,Quadrant 2,65.0,2.0,65–99,6
8,16.0,3,2439.1999999761465,0,Task,image_138.jpg,5.0,2Among5ConjRed,red,blue,Quadrant 1,59.0,1.0,33–64,5
8,17.0,3,1116.6999999761465,1,Task,image_13.jpg,2.0,2Among5Colour,green,red,Quadrant 3,20.0,3.0,17–32,4
8,18.0,2,1112.5999999642372,0,Task,image_99.jpg,5.0,2Among5NoColour,blue,blue,Quadrant 1,3.0,1.0,1–4,1
8,19.0,4,1386.5000000119326,1,Task,image_2.jpg,2.0,2Among5Colour,green,red,Quadrant 4,2.0,4.0,1–4,1
8,20.0,2,2002.199999988079,0,Task,image_44.jpg,2.0,2Among5NoColour,red,red,Quadrant 4,93.0,4.0,65–99,6
8,21.0,2,1630.0000000119326,1,Task,image_29.jpg,2.0,2Among5NoColour,green,green,Quadrant 2,5.0,2.0,5–8,2
8,22.0,1,2600.2000000000407,0,Task,image_136.jpg,5.0,2Among5ConjRed,red,green,Quadrant 2,34.0,2.0,33–64,5
8,23.0,2,2352.0999999880733,1,Task,image_131.jpg,5.0,2Among5ConjRed,blue,red,Quadrant 2,14.0,2.0,9–16,3
8,24.0,4,1537.7999999642489,1,Task,image_76.jpg,5.0,2Among5Colour,blue,green,Quadrant 4,6.0,4.0,5–8,2
8,25.0,4,1692.1000000000058,0,Task,image_33.jpg,2.0,2Among5NoColour,green,green,Quadrant 1,9.0,1.0,9–16,3
8,26.0,2,1226.4000000119267,0,Task,image_143.jpg,5.0,2Among5ConjRed,green,blue,Quadrant 1,75.0,1.0,65–99,6
8,27.0,3,2155.4999999642314,0,Task,image_51.jpg,2.0,2Among5ConjRed,red,green,Quadrant 1,3.0,1.0,1–4,1
8,28.0,2,1144.999999976164,1,Task,image_87.jpg,5.0,2Among5Colour,blue,green,Quadrant 2,26.0,2.0,17–32,4
8,29.0,2,2865.2999999761523,1,Task,image_70.jpg,2.0,2Among5ConjRed,blue,green,Quadrant 2,65.0,2.0,65–99,6
8,30.0,2,2185.9999999642314,0,Task,image_122.jpg,5.0,2Among5ConjRed,red,blue,Quadrant 4,2.0,4.0,1–4,1
8,31.0,2,2933.7999999999884,0,Task,image_42.jpg,2.0,2Among5NoColour,green,green,Quadrant 1,59.0,1.0,33–64,5
8,32.0,2,1308.899999976158,1,Task,image_73.jpg,5.0,2Among5Colour,blue,red,Quadrant 2,4.0,2.0,1–4,1
8,33.0,2,1617.699999964243,1,Task,image_46.jpg,2.0,2Among5NoColour,red,red,Quadrant 2,65.0,2.0,65–99,6
8,34.0,3,1956.8999999880907,1,Task,image_139.jpg,5.0,2Among5ConjRed,red,green,Quadrant 3,47.0,3.0,33–64,5
8,35.0,3,2206.7999999761523,1,Task,image_0.jpg,2.0,2Among5Colour,red,blue,Quadrant 3,1.0,3.0,1–4,1
8,36.0,3,1639.999999976164,1,Task,image_120.jpg,5.0,2Among5ConjRed,blue,green,Quadrant 3,1.0,3.0,1–4,1
8,37.0,3,2880.1999999761465,1,Task,image_45.jpg,2.0,2Among5NoColour,green,green,Quadrant 3,82.0,3.0,65–99,6
8,38.0,1,2393.9999999642314,1,Task,image_57.jpg,2.0,2Among5ConjRed,red,blue,Quadrant 1,9.0,1.0,9–16,3
8,39.0,2,1316.4999999880674,1,Task,image_77.jpg,5.0,2Among5Colour,red,green,Quadrant 2,5.0,2.0,5–8,2
8,40.0,4,911.2999999761524,1,Task,image_14.jpg,2.0,2Among5Colour,red,green,Quadrant 4,25.0,4.0,17–32,4
8,41.0,3,981.1000000000058,1,Task,image_21.jpg,2.0,2Among5Colour,blue,green,Quadrant 3,82.0,3.0,65–99,6
8,42.0,3,1725.5999999880733,1,Task,image_58.jpg,2.0,2Among5ConjRed,red,green,Quadrant 3,16.0,3.0,9–16,3
8,43.0,1,1498.0999999642372,0,Task,image_115.jpg,5.0,2Among5NoColour,blue,blue,Quadrant 3,47.0,3.0,33–64,5
8,44.0,3,2326.4999999642314,0,Task,image_125.jpg,5.0,2Among5ConjRed,green,red,Quadrant 2,5.0,2.0,5–8,2
8,45.0,3,1540.5999999642372,1,Task,image_78.jpg,5.0,2Among5Colour,red,blue,Quadrant 3,7.0,3.0,5–8,2
8,46.0,1,1996.5999999880733,1,Task,image_114.jpg,5.0,2Among5NoColour,green,green,Quadrant 1,59.0,1.0,33–64,5
8,47.0,3,1480.0999999642372,1,Task,image_126.jpg,5.0,2Among5ConjRed,green,red,Quadrant 3,7.0,3.0,5–8,2
8,48.0,1,1525.1999999761465,1,Task,image_129.jpg,5.0,2Among5ConjRed,red,blue,Quadrant 1,9.0,1.0,9–16,3
8,49.0,2,1445.4000000118976,1,Task,image_25.jpg,2.0,2Among5NoColour,blue,blue,Quadrant 2,4.0,2.0,1–4,1
8,50.0,1,1147.2999999642489,1,Task,image_79.jpg,5.0,2Among5Colour,green,red,Quadrant 1,8.0,1.0,5–8,2
8,51.0,4,1213.300000011921,0,Task,image_40.jpg,2.0,2Among5NoColour,red,red,Quadrant 2,34.0,2.0,33–64,5
8,52.0,3,1235.9000000118976,1,Task,image_10.jpg,2.0,2Among5Colour,red,green,Quadrant 3,16.0,3.0,9–16,3
8,53.0,2,1323.899999976158,0,Task,image_30.jpg,2.0,2Among5NoColour,blue,blue,Quadrant 3,7.0,3.0,5–8,2
8,54.0,2,1528.2999999642489,1,Task,image_135.jpg,5.0,2Among5ConjRed,green,blue,Quadrant 2,26.0,2.0,17–32,4
8,55.0,2,1381.2999999880558,1,Task,image_118.jpg,5.0,2Among5NoColour,red,red,Quadrant 2,65.0,2.0,65–99,6
8,56.0,2,1257.4999999880674,1,Task,image_94.jpg,5.0,2Among5Colour,green,blue,Quadrant 2,65.0,2.0,65–99,6
8,57.0,2,2090.2999999999884,1,Task,image_59.jpg,2.0,2Among5ConjRed,blue,red,Quadrant 2,14.0,2.0,9–16,3
